bgg_id,simple_mechanics,simple_category
398,Stock / Speculation; Card Play; Drafting,Animals / Nature; Card Games
399,Trading; Asymmetric Powers,Modern / Political Conflicts
400,Auction / Bidding,Party / Social
401,Dice Rolling; Push Your Luck; Set Collection,Dice / Roll Mechanics
403,Dexterity; Map Building; Race,Action / Dexterity; Animals / Nature
404,Simultaneous Play,Animals / Nature; Kids / Family; Sports / Racing
406,Tile Placement,Economic / Industry
408,Area Movement; Hidden Info,Animals / Nature; Party / Social; Card Games; War / Historical Battles
409,Memory / Matching,Card Games; Puzzle / Logic
410,Tile Placement,Sports / Racing
412,Stock / Speculation; Card Play,Card Games; Economic / Industry
413,Voting,Party / Social; Puzzle / Logic
414,Drafting; Area Movement,Media / Pop Culture; Sports / Racing
415,Simultaneous Play,Card Games; Puzzle / Logic
416,Dice Rolling; Race; Roll and Move; Set Collection,Party / Social; Trivia / Word Games
417,Card Play,Science Fiction / Space
420,Roll and Move,Economic / Industry
421,Auction / Bidding; Area Movement; Resource Management; Route Building; Area Control; Stock / Speculation; Tile Placement; Scoring,Economic / Industry
422,Auction / Bidding; Route Building; Stock / Speculation,Economic / Industry
423,Auction / Bidding; Route Building; Stock / Speculation; Tile Placement,Economic / Industry
424,Auction / Bidding; Area Movement; Route Building; Stock / Speculation,Economic / Industry
425,Market; Map Building; Tile Placement; Trading,Modern / Political Conflicts; Science Fiction / Space; War / Historical Battles
426,Dice Rolling; Area Movement; Movement; Simulation; Area Control,War / Historical Battles
427,Card Play; Take That,Card Games; Economic / Industry
428,Auction / Bidding,Dice / Roll Mechanics; Sports / Racing
429,,Fantasy / Mythical; Sports / Racing
430,Simultaneous Play,Party / Social; Card Games; Media / Pop Culture
431,Area Control; Card Play; Drafting; Set Collection,Historical Eras; Card Games; City / Civilization Building; Economic / Industry; Humor / Adult
432,Card Play; Scoring; Simultaneous Play,Card Games; Puzzle / Logic; Party / Social
433,Stock / Speculation; Dice Rolling,Economic / Industry
434,Card Play; Race; Set Collection,Abstract / Strategy; Card Games
436,Bluffing; Area Movement; Trick Taking / Climbing,Historical Eras; Card Games; Sports / Racing
437,Map Manipulation; Map Building; Area Movement,Kids / Family; Fantasy / Mythical; Puzzle / Logic
438,Hidden Movement; Area Movement; Hidden Info; Cooperative; Team Play,Puzzle / Logic; Adventure / Exploration
440,Simultaneous Play,Historical Eras; Economic / Industry
441,Dice Rolling,Economic / Industry
442,Card Play; Roll and Move,Sports / Racing
443,Deduction / Hidden Info; Party / Trivia,Puzzle / Logic
444,Dice Rolling; Push Your Luck; Race; Roll and Move; Movement,Kids / Family; Horror / Zombies
445,Drafting,Sports / Racing
446,,Abstract / Strategy; Action / Dexterity; Kids / Family
449,Dice Rolling,Economic / Industry; Sports / Racing
450,Area Movement,Abstract / Strategy
451,Trick Taking / Climbing,Card Games
452,Set Collection,Card Games
454,Area Movement; Roll and Move,Animals / Nature; Kids / Family
455,Card Play; Race; Take That,Kids / Family
457,,Card Games
458,,Card Games; Party / Social; Media / Pop Culture
459,Card Play; Map Building; Race; Movement,Sports / Racing
460,Dexterity,Sports / Racing; Economic / Industry
461,Area Control; Card Play; Resource Management; Economy; Variable Setup,Economic / Industry; Pirates / Nautical
462,Bluffing,Animals / Nature; Sports / Racing
463,Bluffing; Drafting; Deck / Bag Building; Card Play; Resource Management; Reaction; Player Elimination; Variable Setup; Take That,Card Games; Fantasy / Mythical; War / Historical Battles
464,Area Movement; Race,Abstract / Strategy; Animals / Nature; Sports / Racing
465,Stock / Speculation; Simultaneous Play,Party / Social
466,Area Movement; Roll and Move; Cooperative; Team Play,Puzzle / Logic; Modern / Political Conflicts
469,Pick-up and Deliver,Party / Social; Kids / Family; Fantasy / Mythical
470,,Modern / Political Conflicts
471,,City / Civilization Building
472,Dice Rolling; Push Your Luck; Simultaneous Choice; Role Playing; Tile Placement; Asymmetric Powers,Adventure / Exploration; Fantasy / Mythical
473,Card Play; Trick Taking / Climbing,Card Games
474,Area Control; Area Movement,Economic / Industry; Modern / Political Conflicts; Party / Social; War / Historical Battles
475,Auction / Bidding; Card Play; Route Building; Drafting; Set Collection,Party / Social; Modern / Political Conflicts
476,Card Play,Card Games; Modern / Political Conflicts
477,Roll and Move; Stock / Speculation,Economic / Industry; Media / Pop Culture
478,Action Selection; Drafting; Resource Management; Player Penalty; Set Collection; Take That; Turn Order; Initiative; Asymmetric Powers,Party / Social; Card Games; City / Civilization Building; Puzzle / Logic; Fantasy / Mythical; Historical Eras
479,,Card Games
481,Area Control; Dice Rolling; Card Play; Map Building; Cooperative; Team Play; Movement; Turn Order; Initiative,Abstract / Strategy; Historical Eras; City / Civilization Building
482,Auction / Bidding; Card Play; Simultaneous Play,Sports / Racing
483,Area Control; Area Movement; Negotiation; Player Elimination; Simulation; Simultaneous Play,Party / Social; Modern / Political Conflicts; War / Historical Battles
484,Memory / Matching; Map Building; Simultaneous Choice; Hidden Info; Asymmetric Powers,Abstract / Strategy; Party / Social; Card Games; Puzzle / Logic; Fantasy / Mythical
485,,Animals / Nature; Card Games; Kids / Family
486,Pattern Building,Animals / Nature; Kids / Family; Puzzle / Logic
487,Area Movement; Hidden Info; Simultaneous Play,Abstract / Strategy; Modern / Political Conflicts
488,Set Collection,Card Games
489,Card Play,Card Games
490,Dice Rolling; Area Movement,Fantasy / Mythical; Print & Play; War / Historical Battles
491,Area Control; Card Play; Route Building; Drafting,Historical Eras; City / Civilization Building
492,Auction / Bidding; Bluffing; Set Collection; Worker Placement,Historical Eras; Party / Social; Fantasy / Mythical
494,Card Play; Race; Movement,Historical Eras; Miniatures / Tabletop Battles; Sports / Racing
495,Set Collection,Pirates / Nautical
496,,Action / Dexterity; Card Games
497,Card Play; Set Collection,Card Games; Horror / Zombies
499,,Action / Dexterity; Kids / Family; Party / Social
500,,Economic / Industry
501,,Kids / Family; Sports / Racing
503,Engine Building; Route Building; Pattern Building; Area Movement,Abstract / Strategy; Animals / Nature; Historical Eras
504,Area Movement,Party / Social
505,Action Selection; Memory / Matching,Fantasy / Mythical; Sports / Racing
506,Auction / Bidding; Dice Rolling,Animals / Nature; Card Games; Print & Play
507,Auction / Bidding; Set Collection,Economic / Industry
508,Dice; Random Events; Dice Rolling; Event Cards; Area Movement; Movement; Party / Trivia; Role Playing; Campaign / Scenario; Simulation; Simultaneous Play; 3D Movement; Variable Setup,Economic / Industry; War / Historical Battles
509,Negotiation; Dice Rolling; Resource Management; Drafting; Race; Set Collection,Animals / Nature; Card Games
510,Auction / Bidding; Trading,Adventure / Exploration
511,Stock / Speculation; Dice Rolling; Route Building; Pick-up and Deliver; Worker Placement,Historical Eras; Economic / Industry
512,Auction / Bidding,Economic / Industry; Adventure / Exploration
514,Bluffing; Voting,Puzzle / Logic; Humor / Adult; Party / Social
515,Race,Sports / Racing
519,Map Building; Asymmetric Powers,Sports / Racing
520,Area Control; Area Movement; Dice Rolling; Cooperative; Team Play,War / Historical Battles
521,Dexterity; Cooperative; Team Play,Action / Dexterity
524,Card Play; Cooperative; Team Play,Historical Eras; Card Games
525,Trick Taking / Climbing,Card Games
526,Area Movement; Dexterity; Capture / Elimination,Abstract / Strategy
527,Area Movement; Pattern Building,Abstract / Strategy
528,Area Movement; Map Building; Set Collection,Abstract / Strategy
529,Auction / Bidding,Historical Eras; Modern / Political Conflicts
530,Roll and Move,Sports / Racing
531,Area Control; Auction / Bidding; Dexterity; Auction / Bidding; Tile Placement,Economic / Industry; Puzzle / Logic; Historical Eras
533,Route Building; Pattern Building; Tile Placement,Card Games; Fantasy / Mythical; Puzzle / Logic
534,Card Play; Hidden Movement; Area Movement; Hidden Info; Cooperative; Team Play,Puzzle / Logic; Economic / Industry
535,,Card Games
536,Pattern Building; Cooperative; Team Play,Action / Dexterity; Party / Social
538,Stock / Speculation; Simultaneous Play,Economic / Industry
539,Map Building; Route Building,Sports / Racing; Economic / Industry
540,Route Building,Abstract / Strategy; Animals / Nature
541,Roll and Move; Simulation; Movement,Sports / Racing; Puzzle / Logic
542,Voting,Card Games; Party / Social
545,Pattern Building,Party / Social
548,Area Movement; Dice Rolling; Hidden Info; Map Building; Combat Resolution,Media / Pop Culture; Science Fiction / Space; War / Historical Battles
549,Action Selection,Economic / Industry; Miniatures / Tabletop Battles; War / Historical Battles
550,Bluffing; Roll and Move; Deduction / Hidden Info,Puzzle / Logic; Fantasy / Mythical; Humor / Adult; Party / Social; Trivia / Word Games
551,Card Play; Dice Rolling; Area Movement; Map Building,War / Historical Battles; Miniatures / Tabletop Battles
552,Action Selection; Route Building; Pick-up and Deliver; Turn Order; Initiative; Worker Placement,Economic / Industry
553,Set Collection; Take That; Asymmetric Powers,Card Games
554,Area Control; Stock / Speculation; Map Building; Drafting; Tile Placement,City / Civilization Building; Historical Eras
555,Auction / Bidding; Scoring; Tile Placement; Area Control; Tile Placement,City / Civilization Building; Historical Eras
556,Area Movement; Set Collection,Animals / Nature; Card Games; Kids / Family
557,,Puzzle / Logic
558,Auction / Bidding; Card Play; Route Building; Voting,Historical Eras; Party / Social
559,Route Building; Tile Placement,Economic / Industry
561,Simultaneous Choice; Simultaneous Play,Pirates / Nautical; Party / Social
562,Set Collection; Simultaneous Play,Economic / Industry
563,Auction / Bidding; Dice Rolling,Party / Social; Card Games
564,,Sports / Racing
565,Trick Taking / Climbing,Card Games
566,Area Control; Drafting,Historical Eras
568,Card Play; Trick Taking / Climbing,Card Games
569,Set Collection,Media / Pop Culture
571,Dice Rolling,Sports / Racing
572,Campaign / Scenario; Dice Rolling; Area Movement; Player Elimination; Take That; Asymmetric Powers,Animals / Nature; War / Historical Battles; Humor / Adult; Miniatures / Tabletop Battles; Science Fiction / Space
573,,Abstract / Strategy; Sports / Racing
574,Card Play,Card Games; Sports / Racing
575,Auction / Bidding; Set Collection,Card Games; Economic / Industry
577,Stock / Speculation; Roll and Move,Economic / Industry; Horror / Zombies
581,Area Movement,Abstract / Strategy
582,Area Control; Area Movement,Historical Eras; City / Civilization Building; War / Historical Battles
585,Tile Placement,Abstract / Strategy
586,Campaign / Scenario; Card Play; Movement; Simulation; Asymmetric Powers,Card Games; War / Historical Battles
587,Tile Placement,Abstract / Strategy
589,Map Building; Player Elimination,Fantasy / Mythical; War / Historical Battles
590,Card Play; Take That; Cooperative; Team Play,Card Games; Sports / Racing
592,Bluffing; Cooperative; Team Play; Trick Taking / Climbing,Card Games
593,Bluffing,Sports / Racing
594,Deduction / Hidden Info; Card Play; Memory / Matching; Party / Trivia,Card Games; Puzzle / Logic
595,Dice Rolling; Card Play; Social / Party,War / Historical Battles; Sports / Racing; Trivia / Word Games
600,Card Play; Pick-up and Deliver; Area Movement,
601,Drafting,Trivia / Word Games
602,Trick Taking / Climbing,Animals / Nature; Card Games; Kids / Family
603,Asymmetric Powers,Modern / Political Conflicts
604,Hidden Info; Set Collection; Simultaneous Play,Historical Eras; Modern / Political Conflicts
605,Card Play,Party / Social; Card Games
606,Card Play; Simultaneous Play,Animals / Nature; Card Games
607,Action Selection; Dice Rolling; Card Play; Take That,Card Games; Historical Eras
608,Pattern Building; Area Movement; Tile Placement,Abstract / Strategy
610,,Card Games; War / Historical Battles
611,Event Cards,Sports / Racing
612,,Action / Dexterity
613,Area Movement,Abstract / Strategy
614,Area Movement; Memory / Matching; Pattern Building,Puzzle / Logic
617,Auction / Bidding; Drafting; Set Collection,Card Games
618,Dice Rolling,Card Games; Sports / Racing
619,Passing Mechanic; Scoring; Trick Taking / Climbing,Card Games; Media / Pop Culture
620,Action Selection; Area Control; Campaign / Scenario; Card Play; Dice Rolling; Area Movement; Simulation; Asymmetric Powers,Abstract / Strategy; War / Historical Battles
