bgg_id,simple_mechanics,simple_category
27739,Area Movement; Campaign / Scenario; Dice Rolling; Simulation,Modern / Political Conflicts; War / Historical Battles
27746,Auction / Bidding; Dice Rolling; Roll and Move; Set Collection; Trading,Historical Eras; Party / Social
27751,Drafting; Pattern Building; Set Collection,Abstract / Strategy; Card Games; Educational / STEM
27766,Dice Rolling; Card Play; Memory / Matching; Route Building; Trading,Kids / Family; Economic / Industry; Party / Social; Pirates / Nautical
27781,Drafting; Set Collection,Economic / Industry; Card Games; Adventure / Exploration
27789,Pick-up and Deliver; Trading,Economic / Industry; Pirates / Nautical
27800,Area Control; Area Movement; Resource Management,Economic / Industry; Historical Eras
27802,Dice Rolling; Map Building; Race; Trading,Abstract / Strategy; Card Games; City / Civilization Building; Adventure / Exploration
27813,Map Building,Abstract / Strategy; Dice / Roll Mechanics
27817,Dice Rolling; Area Movement,War / Historical Battles
27823,Area Control; Card Play; Dice Rolling; Event Cards; Player Elimination; Take That,Fantasy / Mythical; War / Historical Battles
27826,Party / Trivia,Party / Social
27830,Dice Rolling; Roll and Move,Abstract / Strategy
27833,Auction / Bidding; Economy; Route Building; Area Control; Pick-up and Deliver; Tile Placement,Economic / Industry
27837,Dice Rolling,Dice / Roll Mechanics; Humor / Adult
27848,Area Movement; Auction / Bidding; Dice Rolling; Card Play; Turn Order; Asymmetric Powers,Adventure / Exploration; City / Civilization Building; Fantasy / Mythical; War / Historical Battles; Miniatures / Tabletop Battles; Media / Pop Culture
27852,Area Movement; Campaign / Scenario; Dice Rolling,Historical Eras; Modern / Political Conflicts; War / Historical Battles
27853,Role Playing; Set Collection; Storytelling / Narrative; Trick Taking / Climbing,Card Games; Humor / Adult; Party / Social
27857,Area Movement; Map Building; Tile Placement,Abstract / Strategy
27863,Dice Rolling; Area Movement; Simulation,War / Historical Battles
27870,Roll and Move; Set Collection,Action / Dexterity; Card Games; Dice / Roll Mechanics
27876,Drafting,Card Games; Fantasy / Mythical
27884,Dice Rolling,Card Games; Dice / Roll Mechanics; Fantasy / Mythical; War / Historical Battles; Miniatures / Tabletop Battles; Science Fiction / Space; Media / Pop Culture
27926,Roll and Move; Set Collection; Stock / Speculation,City / Civilization Building; Economic / Industry
27938,Area Movement; Movement; Race; Capture / Elimination; Sudden Death,Abstract / Strategy; Animals / Nature
27939,Tile Placement,Card Games; Educational / STEM; Party / Social; Trivia / Word Games
27940,Dice Rolling,Action / Dexterity; Animals / Nature; Kids / Family; Dice / Roll Mechanics
27944,Area Movement,War / Historical Battles
27945,Area Movement; Tactical Combat; Random Activation; Dice Rolling; Movement; Simulation,Print & Play; War / Historical Battles
27948,,Action / Dexterity; Kids / Family; Sports / Racing
27949,Card Play; Area Movement; Simultaneous Play; Asymmetric Powers,Economic / Industry; War / Historical Battles
27950,Area Movement; Simulation,Pirates / Nautical; War / Historical Battles
27959,Dice Rolling; Card Play; Player Elimination; Roll and Move,Dice / Roll Mechanics; Media / Pop Culture; Pirates / Nautical
27960,Drafting; Roll and Move,Fantasy / Mythical
27961,Area Control; Area Movement; Campaign / Scenario; Dice Rolling,Dice / Roll Mechanics; Media / Pop Culture; Science Fiction / Space; City / Civilization Building; War / Historical Battles
27965,Dice Rolling; Area Movement; Simulation; Solo Play,War / Historical Battles
27968,Random Activation; Dice Rolling; Area Movement; Simulation,War / Historical Battles
27969,Action Selection; Random Activation; Dice Rolling; Area Movement; Simulation,War / Historical Battles; Historical Eras
27970,Action Selection; Dice Rolling; Card Play,Card Games; Dice / Roll Mechanics; Miniatures / Tabletop Battles; Media / Pop Culture; Science Fiction / Space
27976,Dice Rolling; Map Building,Adventure / Exploration; Fantasy / Mythical; War / Historical Battles; Miniatures / Tabletop Battles; Science Fiction / Space
27981,Pattern Building,Kids / Family
27982,,Action / Dexterity; Card Games
28004,Dice Rolling; Map Building; Tile Placement; Asymmetric Powers,Adventure / Exploration; Card Games; Dice / Roll Mechanics; Fantasy / Mythical
28010,Roll and Move,Adventure / Exploration; Educational / STEM
28017,Drafting; Voting,Party / Social; Educational / STEM; Trivia / Word Games
28018,Roll and Move,Kids / Family; Media / Pop Culture; Party / Social; Trivia / Word Games
28023,Dice Rolling; Card Play; Deduction / Hidden Info; Race; Roll and Move; Simultaneous Play; Take That; Movement; Turn Order; Initiative; Scoring,Pirates / Nautical; Sports / Racing
28025,Dice Rolling; Memory / Matching; Drafting; Pattern Building; Race; Simultaneous Play,Dice / Roll Mechanics; Fantasy / Mythical; Humor / Adult; Puzzle / Logic
28037,Dice Rolling; Push Your Luck; Set Collection,Animals / Nature; Card Games; Dice / Roll Mechanics
28044,Area Control; Map Building; Drafting,Card Games; City / Civilization Building; Print & Play
28047,Cooperative; Team Play; Asymmetric Powers,Party / Social; Card Games; Modern / Political Conflicts
28050,Pattern Building,Abstract / Strategy
28053,,Abstract / Strategy
28060,Drafting; Set Collection,Historical Eras; Fantasy / Mythical
28063,Area Movement; Set Collection,Adventure / Exploration; City / Civilization Building
28068,Dice Rolling,Dice / Roll Mechanics; Party / Social
28086,Dice Rolling; Push Your Luck; Set Collection; Take That,Historical Eras; Dice / Roll Mechanics; Modern / Political Conflicts; City / Civilization Building; War / Historical Battles
28089,Action Selection; Area Movement; Map Manipulation; Memory / Matching; Set Collection,Animals / Nature; Kids / Family; Adventure / Exploration; Puzzle / Logic
28096,Dice Rolling; Tactical Combat; Dexterity; Simulation; Asymmetric Powers,Historical Eras; Media / Pop Culture; Miniatures / Tabletop Battles; War / Historical Battles
28100,Roll and Move,Humor / Adult; Party / Social
28102,Card Play; Map Building; Set Collection; Tile Placement,Abstract / Strategy; Historical Eras
28109,Dice Rolling; Area Movement; Combat Resolution,Print & Play; War / Historical Battles
28121,Set Collection,Card Games
28143,Scoring; Reaction; Card Play; Resource Management; Simultaneous Play; Variable Setup; Turn Order,Card Games; City / Civilization Building; Economic / Industry; Science Fiction / Space
28176,Pattern Building; Roll and Move,Animals / Nature; Kids / Family
28181,Campaign / Scenario; Area Movement; Tactical Combat; Simulation; Turn Order,War / Historical Battles
28185,Dice Rolling; Card Play; Simulation; Solo Play,Card Games; Pirates / Nautical; War / Historical Battles
28218,Auction / Bidding; Set Collection,Action / Dexterity; Animals / Nature; Card Games; Economic / Industry; Puzzle / Logic
28224,Social / Party; Card Play; Memory / Matching,Card Games; Humor / Adult; Puzzle / Logic; Party / Social; Historical Eras
28231,Dice Rolling,Adventure / Exploration; Kids / Family; Dice / Roll Mechanics
28238,Dice Rolling; Memory / Matching,Animals / Nature; Kids / Family; Puzzle / Logic
28246,Pick-up and Deliver,Economic / Industry
28253,Dice Rolling; Area Movement; Movement; Campaign / Scenario; Simulation; Area Control,War / Historical Battles
28257,Roll and Move,Animals / Nature; Historical Eras; Trivia / Word Games
28258,Pattern Building; Real-Time; Tile Placement,Puzzle / Logic
28259,Card Play; Take That; Player Elimination; Cooperative; Team Play; Simultaneous Play,Adventure / Exploration; Card Games; Fantasy / Mythical; War / Historical Battles; Humor / Adult
28284,Area Movement,War / Historical Battles
28289,Area Movement,War / Historical Battles
28292,Set Collection,Card Games; Animals / Nature; Economic / Industry
28296,Party / Trivia,Puzzle / Logic; Trivia / Word Games
28298,Pattern Building; Tile Placement,Abstract / Strategy
28301,Dice Rolling,Media / Pop Culture; Party / Social; Trivia / Word Games
28302,Mancala,Abstract / Strategy
28306,,Abstract / Strategy; Puzzle / Logic
28308,Dice Rolling,Card Games; Party / Social
28371,Auction / Bidding; Player Elimination; Roll and Move; Stock / Speculation; Trading,Media / Pop Culture; Economic / Industry; Party / Social
28388,Area Movement,War / Historical Battles
28389,Area Movement,Abstract / Strategy
28396,Auction / Bidding; Set Collection,Card Games; Horror / Zombies
28436,Memory / Matching,Educational / STEM; Puzzle / Logic; Trivia / Word Games
28444,Campaign / Scenario; Card Play; Trading,Card Games; Media / Pop Culture
28452,Dice Rolling; Area Movement; Simulation,Print & Play; War / Historical Battles
28454,Party / Trivia,Humor / Adult; Party / Social; Trivia / Word Games
28472,Roll and Move,Kids / Family; Media / Pop Culture
28508,,Humor / Adult; Party / Social
28511,Roll and Move,Dice / Roll Mechanics; Media / Pop Culture; Party / Social; Trivia / Word Games
28522,Simultaneous Choice; Simultaneous Play,Party / Social
28553,Party / Trivia,Party / Social; Media / Pop Culture; Educational / STEM; Trivia / Word Games
28565,Cooperative; Team Play; Area Movement; Memory / Matching; Map Building; Set Collection,Kids / Family; Fantasy / Mythical; Puzzle / Logic
28567,Voting,Card Games
28574,Dice Rolling; Role Playing; Roll and Move; Asymmetric Powers,Adventure / Exploration; Fantasy / Mythical; War / Historical Battles
28596,Dice Rolling; Area Movement; Simulation; Asymmetric Powers,Sports / Racing
28609,Area Movement; Roll and Move,Economic / Industry; Card Games
28620,Auction / Bidding,Historical Eras; City / Civilization Building; Economic / Industry
28650,Card Play; Roll and Move,Kids / Family; Media / Pop Culture; Science Fiction / Space
28674,Auction / Bidding; Hidden Info; Asymmetric Powers,Party / Social; Historical Eras
28678,Action Selection; Area Movement; Cooperative; Team Play,Abstract / Strategy; Historical Eras; War / Historical Battles
28699,Dice Rolling; Area Movement,Economic / Industry; War / Historical Battles
28705,Simulation; Simultaneous Play,Sports / Racing
28717,Dice Rolling,Horror / Zombies
28718,Card Play,Card Games; Educational / STEM
28720,Engine Building; Scoring; Card Play; Resource Management; Economy; Route Building; Area Control; Variable Setup; Tech Tree / Upgrades; Tile Placement; Turn Order; Initiative,Economic / Industry; Educational / STEM; War / Historical Battles
28723,Auction / Bidding; Card Play; Drafting; Set Collection,Card Games; Economic / Industry; Pirates / Nautical
28738,Pattern Building; Area Movement; Route Building,Abstract / Strategy
28739,Card Play; Hidden Movement; Memory / Matching; Area Movement; Cooperative; Team Play,Puzzle / Logic; War / Historical Battles; Economic / Industry
28755,Memory / Matching,Card Games; Puzzle / Logic; Party / Social; Trivia / Word Games
28805,Dice Rolling; Dexterity; Asymmetric Powers,Fantasy / Mythical; Miniatures / Tabletop Battles; Media / Pop Culture; War / Historical Battles
28817,Auction / Bidding,Card Games
28828,Dice Rolling; Card Play; Drafting,Card Games; Modern / Political Conflicts; Pirates / Nautical; War / Historical Battles
28829,Area Movement; Dice Rolling; Simulation; Solo Play,War / Historical Battles
28834,Area Movement,Action / Dexterity; Kids / Family; Educational / STEM
28843,Campaign / Scenario; Dice Rolling; Simulation,Historical Eras; Media / Pop Culture; War / Historical Battles
28857,Pattern Building; Tile Placement,Abstract / Strategy; Economic / Industry
28860,Pattern Building,Abstract / Strategy
28861,,Abstract / Strategy
28879,Campaign / Scenario; Dice Rolling; Player Elimination; Role Playing; Roll and Move,Adventure / Exploration; Media / Pop Culture; Puzzle / Logic; War / Historical Battles; Horror / Zombies; Humor / Adult; Party / Social
28905,Bluffing; Roll and Move; Set Collection; Trading,Animals / Nature; Economic / Industry; Party / Social; Sports / Racing
28907,Dice Rolling; Simulation; Solo Play,Economic / Industry; War / Historical Battles
28944,Auction / Bidding; Route Building; Stock / Speculation; Tile Placement,Economic / Industry
28989,Memory / Matching,Card Games; Economic / Industry; Puzzle / Logic
29010,Trick Taking / Climbing,Card Games; Pirates / Nautical
29017,Memory / Matching; Pattern Building,Action / Dexterity; Adventure / Exploration; Kids / Family; Puzzle / Logic
29018,Memory / Matching; Set Collection,Card Games; Puzzle / Logic
29019,Auction / Bidding,Card Games; Economic / Industry
29020,Social / Party; Cooperative; Team Play; Memory / Matching; Party / Trivia,Puzzle / Logic; Party / Social
29026,Dice Rolling; Dexterity; Campaign / Scenario; Simulation; Asymmetric Powers; Variable Setup,War / Historical Battles; Miniatures / Tabletop Battles; Science Fiction / Space
29030,Card Play; Set Collection,Party / Social; Card Games
29055,Card Play; Solo Play,Economic / Industry; Card Games; Modern / Political Conflicts; War / Historical Battles
29073,Pattern Building; Card Play; Tile Placement,Abstract / Strategy
29078,Action Selection; Dice Rolling; Drafting,Dice / Roll Mechanics; Science Fiction / Space; War / Historical Battles
29080,Pattern Building; Area Movement,Abstract / Strategy
29096,Card Play,Party / Social; Card Games; Pirates / Nautical
29099,Auction / Bidding; Stock / Speculation; Dice Rolling; Player Elimination; Trading,Economic / Industry; Party / Social
29106,Dice Rolling; Social / Party,Dice / Roll Mechanics; Trivia / Word Games
29107,Cooperative; Team Play; Roll and Move,Animals / Nature; Kids / Family
29109,Area Control; Dice Rolling; Area Movement; Simultaneous Play; Asymmetric Powers,Miniatures / Tabletop Battles; Science Fiction / Space; War / Historical Battles
29117,Card Play; Tile Placement,Adventure / Exploration; Card Games
29118,Area Movement; Dice Rolling,Fantasy / Mythical; War / Historical Battles; Historical Eras
29119,,Card Games; Party / Social
29126,Map Building,Card Games; Fantasy / Mythical
29138,Pattern Building; Race; Real-Time,Abstract / Strategy; Action / Dexterity; Kids / Family; Puzzle / Logic
29140,Dice Rolling,Action / Dexterity; Kids / Family; Dice / Roll Mechanics
29142,Memory / Matching; Pattern Building,Kids / Family; Puzzle / Logic; Sports / Racing
29146,Set Collection,
29198,Dice Rolling; Asymmetric Powers,Card Games; Dice / Roll Mechanics; Fantasy / Mythical; War / Historical Battles; Party / Social
29199,Dice Rolling; Area Movement; Hidden Info; Simulation,War / Historical Battles
29223,Area Control; Pattern Building; Roll and Move; Tile Placement,Historical Eras
29226,Dice Rolling; Area Movement; Movement; Simulation,War / Historical Battles
29256,Auction / Bidding; Drafting; Area Movement; Simulation,City / Civilization Building; Historical Eras
29258,Area Movement,War / Historical Battles
29259,Area Movement; Dice Rolling; Simulation,Pirates / Nautical; War / Historical Battles
29268,Cooperative; Team Play; Dexterity; Memory / Matching; Role Playing; Roll and Move; Social / Party,Kids / Family; Educational / STEM; Puzzle / Logic; Party / Social
29278,Auction / Bidding; Route Building; Stock / Speculation; Tile Placement,Economic / Industry
29281,Social / Party; Memory / Matching; Drafting; Role Playing; Roll and Move; Cooperative; Team Play,Puzzle / Logic; Educational / STEM; Media / Pop Culture; Party / Social; Sports / Racing; Trivia / Word Games
29285,Dice Rolling; Area Movement; Simulation,War / Historical Battles
29286,Memory / Matching; Hidden Info,War / Historical Battles; Party / Social; Puzzle / Logic
29291,Area Movement; Pattern Building; Cooperative; Team Play,Abstract / Strategy; Animals / Nature; War / Historical Battles; Pirates / Nautical
29294,Dice Rolling; Card Play; Role Playing; Asymmetric Powers,Adventure / Exploration; Fantasy / Mythical; War / Historical Battles; Media / Pop Culture
29308,Card Play; Tile Placement,Abstract / Strategy; Fantasy / Mythical; Historical Eras; Media / Pop Culture
29317,Area Movement; Dice Rolling; Set Collection,War / Historical Battles
29351,Card Play; Player Elimination; Take That,Party / Social; Card Games
29352,Social / Party; Cooperative; Team Play; Voting,Party / Social; Card Games; Puzzle / Logic
29355,Pattern Building; Dice Rolling,Dice / Roll Mechanics
29368,Dice Rolling; Card Play; Map Building; Roll and Move; Campaign / Scenario; Cooperative; Team Play; Asymmetric Powers,War / Historical Battles; Horror / Zombies; Miniatures / Tabletop Battles
29375,Area Control; Area Movement; Dice Rolling; Event Cards; Movement; Hidden Info; Simulation; Solo Play; Variable Setup,War / Historical Battles
29376,Dice Rolling; Area Movement; Tactical Combat; Movement; Combat Resolution; Campaign / Scenario; Simulation; Variable Setup; Area Control,War / Historical Battles; Historical Eras
29379,Action Selection; Area Control; Area Movement; Random Activation,Modern / Political Conflicts; War / Historical Battles
29380,Dice Rolling; Area Movement; Simulation,War / Historical Battles
29382,Dice Rolling; Area Movement; Combat Resolution; Simulation,War / Historical Battles
29383,Dice Rolling; Area Movement; Simulation,War / Historical Battles
29386,Dice Rolling; Area Movement; Movement; Campaign / Scenario; Simulation; Solo Play; Area Control,War / Historical Battles
29387,Card Play; Set Collection; Take That,Card Games; Horror / Zombies
29405,,Media / Pop Culture; War / Historical Battles; Science Fiction / Space
29408,Area Movement,Card Games; Puzzle / Logic; Humor / Adult; Party / Social; Modern / Political Conflicts
29410,Area Control; Variable Powers; Area Movement; Set Collection,Historical Eras; Modern / Political Conflicts
29411,Cooperative; Team Play,Action / Dexterity; Kids / Family; Historical Eras
29415,Card Play; Map Building; Asymmetric Powers,Party / Social; Puzzle / Logic; Horror / Zombies
29419,Map Building,Trivia / Word Games
29433,Roll and Move,Dice / Roll Mechanics; Adventure / Exploration
29447,Area Movement; Dice Rolling,War / Historical Battles
29456,Card Play; Drafting,Card Games; Fantasy / Mythical; Humor / Adult
29489,Push Your Luck,Card Games; Trivia / Word Games
29491,Area Movement,Abstract / Strategy
29505,Auction / Bidding; Player Elimination; Roll and Move; Set Collection; Trading,Economic / Industry; Card Games; Party / Social
29517,Card Play,Card Games; Humor / Adult
29581,Dice Rolling; Map Building; Hidden Info,Adventure / Exploration; Fantasy / Mythical; War / Historical Battles; Historical Eras
29582,Pattern Building,Abstract / Strategy; Card Games; Educational / STEM
29599,Pattern Building; Asymmetric Powers,Card Games; Puzzle / Logic
29602,Area Control; Dice Rolling; Area Movement; Map Building; Asymmetric Powers,Media / Pop Culture; Fantasy / Mythical; War / Historical Battles; Historical Eras; Miniatures / Tabletop Battles
29603,Cooperative; Team Play; Area Movement; Hidden Info; Simulation; Solo Play,War / Historical Battles
29613,Dice Rolling; Party / Trivia,Action / Dexterity; Dice / Roll Mechanics; Educational / STEM; Party / Social; Trivia / Word Games
29625,,Card Games
29626,Trading,Economic / Industry; Science Fiction / Space
29638,Pattern Building,Action / Dexterity; Animals / Nature; Kids / Family
29653,Roll and Move,Animals / Nature; Kids / Family
29656,Campaign / Scenario; Dice Rolling; Hidden Info,Historical Eras; War / Historical Battles
29663,Dice Rolling; Area Movement; Movement; Campaign / Scenario; Simulation,Media / Pop Culture; Science Fiction / Space; War / Historical Battles
29676,Auction / Bidding; Roll and Move; Set Collection; Trading,Economic / Industry; Card Games; Party / Social
29678,Dice Rolling; Map Building; Role Playing,Adventure / Exploration; Fantasy / Mythical; War / Historical Battles; Humor / Adult
29687,Dice Rolling; Area Movement; Card Play; Push Your Luck; Race; Take That,Animals / Nature; Humor / Adult
29691,Dice Rolling; Area Movement; Movement; Simulation,War / Historical Battles
29694,Cooperative; Team Play; Memory / Matching,Action / Dexterity; Kids / Family; Fantasy / Mythical; Puzzle / Logic; Media / Pop Culture
29736,Area Movement; Dice Rolling; Roll and Move,Party / Social
29741,Area Movement,Abstract / Strategy
29773,Push Your Luck; Set Collection,Animals / Nature; Kids / Family
29805,Social / Party; Storytelling / Narrative,Puzzle / Logic; Party / Social
29839,Auction / Bidding; Set Collection; Tile Placement; Worker Placement,Economic / Industry; Historical Eras; City / Civilization Building
29848,Area Movement; Auction / Bidding; Card Play; Simulation; Asymmetric Powers,War / Historical Battles; Educational / STEM; Modern / Political Conflicts
29860,Random Activation; Dice Rolling; Area Movement,War / Historical Battles
29875,Dice Rolling; Area Movement; Simulation,War / Historical Battles
29879,Dice Rolling; Area Movement; Drafting; Simulation,War / Historical Battles
29903,Area Control; Memory / Matching,Historical Eras
29924,Auction / Bidding; Player Elimination; Roll and Move; Set Collection; Trading,Economic / Industry; Media / Pop Culture; Party / Social
29934,Area Control; Tile Placement,Historical Eras
29937,Area Control; Limited Communication; Card Play; Map Building; Sudden Death; Cooperative; Team Play; Turn Order; Initiative; Variable Setup,Modern / Political Conflicts; War / Historical Battles
29939,Bluffing; Drafting; Set Collection,Animals / Nature; Kids / Family; Sports / Racing
29952,Memory / Matching; Pattern Building,Abstract / Strategy; Puzzle / Logic
29972,Area Control; Area Movement,Economic / Industry; Historical Eras; Adventure / Exploration
30000,Memory / Matching; Hidden Info; Asymmetric Powers,Abstract / Strategy; Media / Pop Culture; Science Fiction / Space
30009,Dice Rolling; Party / Trivia; Asymmetric Powers,Adventure / Exploration; Dice / Roll Mechanics; Fantasy / Mythical; War / Historical Battles; Puzzle / Logic; Print & Play
30010,Simultaneous Play,War / Historical Battles
30020,Dice Rolling; Area Movement,War / Historical Battles
30021,Dice Rolling; Area Movement; Combat Resolution; Area Control,War / Historical Battles
30022,Area Movement,War / Historical Battles
30023,Dice Rolling; Area Movement; Movement; Combat Resolution; Simulation; Area Control,War / Historical Battles
30024,Card Play; Tile Placement,Historical Eras; Fantasy / Mythical
30057,Set Collection,Economic / Industry
30081,Party / Trivia; Simulation; Solo Play,Pirates / Nautical; War / Historical Battles
30098,Dice Rolling; Pattern Building,Animals / Nature; Kids / Family; Dice / Roll Mechanics
30102,Stock / Speculation; Map Building; Tile Placement; Trading,Abstract / Strategy; Puzzle / Logic
30111,Dice Rolling; Simultaneous Play,Historical Eras; Miniatures / Tabletop Battles; War / Historical Battles
30164,Dice Rolling; Area Movement; Set Collection; Asymmetric Powers,Card Games; Miniatures / Tabletop Battles; Science Fiction / Space
30166,Dice Rolling; Trading; Asymmetric Powers,Historical Eras; Card Games; War / Historical Battles; Humor / Adult
30179,Area Control; Tile Placement,Abstract / Strategy
30216,Random Activation; Dice Rolling; Area Movement; Simulation,War / Historical Battles
30239,Card Play,Fantasy / Mythical; Media / Pop Culture; Sports / Racing
30241,Area Control; Card Play; Set Collection,Historical Eras
30246,Card Play; Set Collection; Simultaneous Play,Economic / Industry; War / Historical Battles
30248,Roll and Move,Action / Dexterity; Animals / Nature; Kids / Family; Dice / Roll Mechanics; Economic / Industry
30255,Roll and Move; Set Collection,Action / Dexterity; Kids / Family; Educational / STEM; Puzzle / Logic
30261,,Adventure / Exploration; Historical Eras; Card Games; War / Historical Battles; Humor / Adult; Media / Pop Culture
30264,Area Movement; Dice Rolling,Historical Eras; War / Historical Battles
30281,Drafting; Roll and Move,Dice / Roll Mechanics; Fantasy / Mythical
30286,Pattern Building; Tile Placement,Abstract / Strategy; City / Civilization Building
30287,Auction / Bidding,Card Games
30306,Drafting,Humor / Adult; Party / Social
30324,Social / Party; Player Elimination; Simultaneous Play; Asymmetric Powers,Party / Social; Card Games; War / Historical Battles; Humor / Adult
30328,,Action / Dexterity; Kids / Family; Fantasy / Mythical; War / Historical Battles; Historical Eras
30334,Deduction / Hidden Info; Cooperative; Team Play,Action / Dexterity; Adventure / Exploration; Puzzle / Logic; Trivia / Word Games
30335,,Card Games; Party / Social
30356,Pattern Building; Card Play; Area Movement; Tile Placement,Animals / Nature; Economic / Industry; City / Civilization Building
30363,Memory / Matching; Trading,Party / Social; Adventure / Exploration
30364,Trick Taking / Climbing,Card Games; Fantasy / Mythical
30367,Random / Luck; Card Play; Pick-up and Deliver; Race; Roll and Move; Take That; Tech Tree / Upgrades; Variable Setup; Scoring,Card Games; Economic / Industry; Science Fiction / Space
30370,Cooperative; Team Play,Science Fiction / Space
30379,Auction / Bidding; Card Play,Animals / Nature; Party / Social; Sports / Racing
30380,Auction / Bidding; Card Play; Resource Management; Turn Order; Voting,Economic / Industry
30381,Rondel; Set Collection,City / Civilization Building; Economic / Industry; War / Historical Battles
30393,Memory / Matching; Pattern Building,Card Games; Humor / Adult; Puzzle / Logic; Party / Social
30438,Storytelling / Narrative,Animals / Nature; Kids / Family
30456,Dice Rolling; Route Building; Roll and Move,Dice / Roll Mechanics; Educational / STEM; Sports / Racing; Adventure / Exploration
30483,Action Selection; Simultaneous Play,Animals / Nature; Party / Social; War / Historical Battles; Humor / Adult
30485,Cooperative; Team Play,Action / Dexterity; Educational / STEM; Puzzle / Logic; Media / Pop Culture
30505,Card Play; Simultaneous Play,Card Games; Humor / Adult; Party / Social; Trivia / Word Games
30539,Card Play; Player Elimination; Race; Movement; Simultaneous Play,Animals / Nature; Party / Social; Pirates / Nautical
30549,Action Selection; Engine Building; Negotiation; Cooperative; Team Play; Event Cards; Card Play; Area Movement; Set Collection; Simulation; Variable Setup; Trading; Asymmetric Powers,Educational / STEM; Adventure / Exploration
30582,Storytelling / Narrative; Deduction / Hidden Info,Party / Social
30583,Dice Rolling; Memory / Matching; Pattern Building,Abstract / Strategy; Puzzle / Logic
30618,Drawing / Creativity; Party / Trivia,Humor / Adult; Party / Social
30640,Dice Rolling,Dice / Roll Mechanics
30641,Area Control; Card Play; Set Collection,Historical Eras
30645,Area Control; Auction / Bidding; Balancing Mechanic; Asymmetric Powers,Party / Social; Modern / Political Conflicts; City / Civilization Building
30658,Area Control; Turn Order; Worker Placement,Historical Eras; City / Civilization Building
30684,Simulation,War / Historical Battles; Miniatures / Tabletop Battles
30706,Real-Time; Dexterity,Action / Dexterity; Card Games
30723,Memory / Matching,Kids / Family; Educational / STEM; Puzzle / Logic
30741,Card Play,Sports / Racing
30760,Area Movement,Abstract / Strategy; Animals / Nature; Sports / Racing
30771,Route Building; Simulation; Stock / Speculation,Historical Eras; Economic / Industry
30795,Dice Rolling; Dexterity; Simulation,Miniatures / Tabletop Battles; Media / Pop Culture; Science Fiction / Space; War / Historical Battles
30804,Action Selection; Dice Rolling; Dexterity; Push Your Luck; Turn Order; Asymmetric Powers,Media / Pop Culture; Fantasy / Mythical; War / Historical Battles; Miniatures / Tabletop Battles; Print & Play
30820,Area Movement,Abstract / Strategy
30838,Trick Taking / Climbing,Card Games; Historical Eras
30852,Card Play,Card Games; Media / Pop Culture; Science Fiction / Space
30869,Area Movement; Set Collection; Turn Order; Initiative,Historical Eras; Adventure / Exploration
30878,Area Control,Fantasy / Mythical; Historical Eras
30879,Card Play; Hidden Movement; Area Movement; Hidden Info,Puzzle / Logic; Adventure / Exploration
30896,Drafting; Set Collection,Animals / Nature; Card Games; Historical Eras
30932,Auction / Bidding; Set Collection; Simultaneous Play,Animals / Nature; Party / Social; Card Games; Historical Eras
30933,Card Play; Deduction / Hidden Info; Player Elimination; Take That; Cooperative; Team Play; Asymmetric Powers,Historical Eras; Party / Social; Card Games; Puzzle / Logic; War / Historical Battles; Humor / Adult
30945,Dice Rolling; Area Movement,War / Historical Battles
30947,Set Collection,Card Games; Pirates / Nautical
30951,Dice Rolling; Memory / Matching,Kids / Family; Dice / Roll Mechanics; Puzzle / Logic
30952,Auction / Bidding; Card Play; Drafting,Adventure / Exploration; Card Games; Fantasy / Mythical; Media / Pop Culture
30957,Auction / Bidding; Card Play; Drafting; Set Collection; Sudden Death; Worker Placement,Historical Eras; Modern / Political Conflicts
30958,Simulation; Simultaneous Play,Economic / Industry; Miniatures / Tabletop Battles; War / Historical Battles
30966,,Abstract / Strategy; Card Games
30991,Dice Rolling; Card Play; Asymmetric Powers,Card Games; Fantasy / Mythical; Miniatures / Tabletop Battles; War / Historical Battles
31016,Card Play; Memory / Matching; Player Elimination; Simultaneous Choice; Take That,Card Games; Humor / Adult; Party / Social
31021,,Action / Dexterity; Sports / Racing
31053,Dice Rolling; Dexterity; Pick-up and Deliver; Race; Campaign / Scenario; Asymmetric Powers; Variable Setup,Card Games; Adventure / Exploration; War / Historical Battles; Miniatures / Tabletop Battles; Media / Pop Culture; Pirates / Nautical
31056,Dice Rolling; Player Elimination; Asymmetric Powers,Action / Dexterity; Animals / Nature; Kids / Family; War / Historical Battles
31057,Drafting; Set Collection,Card Games
31066,Cooperative; Team Play; Tile Placement,Abstract / Strategy; Historical Eras; Fantasy / Mythical
31067,Random Activation; Dice Rolling; Area Movement; Hidden Info; Simulation,Economic / Industry; War / Historical Battles
31068,Drafting,Card Games; Party / Social
31069,Drafting,Card Games; City / Civilization Building; War / Historical Battles; Historical Eras
31070,Set Collection; Voting,Animals / Nature; Card Games; Puzzle / Logic
31074,Campaign / Scenario,Card Games; Science Fiction / Space
31075,Area Control; Route Building,Historical Eras
31105,Resource Management; Drafting; Push Your Luck; Set Collection,Adventure / Exploration; Historical Eras; Card Games
31111,Card Play; Pattern Building; Tile Placement,Abstract / Strategy; Animals / Nature; Kids / Family; Media / Pop Culture; Educational / STEM; Historical Eras
31117,Area Control; Pattern Building,Abstract / Strategy; Puzzle / Logic
31133,Random / Luck; Area Movement; Race; Resource Management; Tile Placement; Variable Setup,Animals / Nature; Puzzle / Logic; Adventure / Exploration
